# 从 Anki 牌组转换：大学英语四级单词(词典重制完美版).apkg
# 格式：单词|释义|例句|例句翻译
trumpet|[ˈtrʌmpɪt] n. 喇叭；喇叭声 vt. 宣扬；鼓吹 vi. 吹喇叭；发出喇叭似的声音|The trumpet sounded.|喇叭吹响了。
trunk|[trʌŋk] n. 树干；(汽车后部)行李箱|The branch has separated from the trunk of the tree.|这个树枝已从树干上脱落了。
truth|[truːθ] n. 事实；真理|It is far from the truth.|这哪里是事实。
try|[traɪ] v. 试验；尝试 n. 尝试；试验|I think I'll try my luck at roulette.|我想玩玩轮盘赌碰碰运气。
tub|[tʌb] n. 桶；浴盆 v. 装入桶；洗澡|He scooped some ice-cream out of the tub.|他从桶里舀了一些冰淇淋。
tube|[tjuːb] n. 管子；管状物 v. 提供或装上管子|This tube is flexible but tough.|这管子柔软但很坚固。
tuck|[tʌk] v. 打摺；卷起 n. 缝摺；船底后端|The baby's dress was beautifully tucked with tiny stitches.|婴儿衫的褶裥打得针脚细密，很漂亮。
Tuesday|[ˈtjuːzdeɪ] n. 星期二|School will begin next Tuesday.|下星期二将要开学。
tuition|[tjuˈɪʃn] n. 学费；教诲|The money is sufficient to cover the tuition.|这笔钱够付学费。
tumble|[ˈtʌmbl] v. 暴跌；倒塌 n. 暴跌；跌跤|Share prices tumbled on the stock-market.|股市上股票价格暴跌。
tune|[tjuːn] n. 曲调；调子 vt. 为 ... 调音；调整 vi. 调音；调整频率|He played a tune on the violin.|他用小提琴演奏了一首曲子。
tunnel|[ˈtʌnl] n. 隧道；地道 v. 挖地道；挖隧道|The heavy traffic crawled through the narrow tunnel.|拥挤的车辆慢吞吞地穿过狭窄的隧道。
turbine|[ˈtɜːbaɪn] n. 涡轮|The turbine is spun by the high-pressure gases.|涡轮由高压燃气驱动旋转。
turbulent|[ˈtɜːbjələnt] adj. 狂暴的；骚动的|He was born in that turbulent period of history.|他出生在那个动荡的历史时期。
turn|[tɜːn] v. 翻转；旋转 n. 轮流；转动|The turbulence caused the plane to turn over.|空气的激流导致飞机翻转。
turning|[ˈtɜːnɪŋ] n. 旋转；回转|Unscrew the bonnet by turning counterclockwise.|反时针方向旋转拧松阀盖。
turnip|[ˈtɜːnɪp] n. 萝卜；芜菁|She was very surprised to see the turnip.|牠很惊讶的看到了萝卜，
tutor|[ˈtjuːtə(r)] n. 家庭教师；导师 v. 指导；当家庭教师|His parents employed a tutor to teach him Greek.|他父母雇佣了一位家庭教师来教他希腊语。
twelfth|[twelfθ] adj. 第十二的；十二分之一的 n. 第十二；十二日|The twelfth fairy stepped forward.|第十二的仙女向前地踏。
twelve|[twelv] num. 十二|She often puts in twelve hours' work a day.|她常常一天工作十二小时
twentieth|[ˈtwentiəθ] n. 二十分之一 num. 第二十 adj. 第二十|One twentieth of the total output was exported.|产量中有二十分之一出口。
twenty|[ˈtwenti] num. 二十|We invited twenty people, but only a handful of them came.|我们邀请了20 个人，但只来了寥寥数人。
twice|[twaɪs] adv. 两倍；两次|I am more than twice as old as he.|我的年龄是他的两倍还不止。
twin|[twɪn] adj. 孪生的；紧密联系的 n. 双胞胎之一|I always confounded him with his twin brother.|我总分不清他和他的孪生兄弟。
twinkle|[ˈtwɪŋkl] vi. 闪耀；闪烁 vt. 使闪耀 n. 闪烁；闪耀|We could see lights twinkling in the little town below.|我们可以看见下面的小镇灯光闪耀。
twist|[twɪst] v. 缠绕；捻 n. 拧；捻|She twisted the long scarf round her head.|她把那条长围巾围在头上。
typewriter|[ˈtaɪpraɪtə(r)] n. 打字机|The computer is more expensive than the typewriter.|这部电脑比这部打字机更贵。
typhoon|[taɪˈfuːn] n. 台风|The typhoon is gathering strength.|台风的风力正逐渐增强。
typical|[ˈtɪpɪkl] adj. 特有的；典型的|Since I'm here, I'd like to try a typical dish of this country.|既然来了，我想吃这个国家特有的食物。
typist|[ˈtaɪpɪst] n. 打字员|She worked as a typist in a law firm.|她在一家律师事务所当打字员。
tyre|[ˈtaɪə(r)] n. 轮胎 =tire（美）. Tyre：提尔(古代腓尼基的有名港口；现属黎巴嫩).|A bald tyre is no longer safe to use.|磨光了的轮胎用起来不安全。
ultimate|[ˈʌltɪmət] adj. 根本的；极限的 n. 终极；极品|Hard work is the ultimate source of success.|努力工作是成功之本。
ultimately|[ˈʌltɪmətli] adv. 最后；最终|Every value they created ultimately redounded to his boss.|他们创造的价值最后全进了他们老板的腰包。
umbrella|[ʌmˈbrelə] n. 伞；雨伞|The wind blew my umbrella inside out.|风把我的伞吹得翻过去了。
unable|[ʌnˈeɪbl] adj. 不能的；不会的|He is an able person, nothing is unable to him.|他是一个能人，对他没有不能的事。
unbearable|[ʌnˈbeərəbl] adj. 无法忍受的|The uncertainty is unbearable!|事情定不下来真让人难以忍受！
uncertain|[ʌnˈsɜːtn] adj. 不确定的；不稳定的|Life on earth is short and uncertain.|地面上的生命是短暂而不确定的。
uncomfortable|[ʌnˈkʌmftəbl] adj. 不舒服的；不自在的|But women alway wear uncomfortable shoes.|可是女人们总是穿不舒服的鞋子。
unconscious|[ʌnˈkɒnʃəs] adj. 失去知觉的；无意的|He lay unconscious in a pool of blood.|他失去知觉，躺在血泊之中。
uncover|[ʌnˈkʌvə(r)] vt. 揭开；揭露|Geologists uncover hidden riches.|地质学家揭开隐埋的宝藏。
undergo|[ˌʌndəˈɡəʊ] vt. 经历；经受|This city underwent great changes.|这座城市经历了巨大的变化。
undergraduate|[ˌʌndəˈɡrædʒuət] n. 大学生 adj. 大学生的；大学的|A few years ago, sociology is the most popular subject for undergraduate.|几年之前，社会学是大学本科生最欢迎的课程。
underground|[ˌʌndəˈɡraʊnd] adj. 地下的；秘密的 adv. 在地下；秘密地 n. 地下；地铁|Listen to the Sound From Underground.|听听地下的声音。
underline|[ˌʌndəˈlaɪn] v. 在…下面划线；强调|Please underline the important items.|请在重要事项的下面划线。
underneath|[ˌʌndəˈniːθ] adv. 在下面 n. 下部；底部 prep. 在 ... 下面|She was wearing a woolen coat, with a cotton blouse underneath.|她外面穿了一件毛外套，里面穿一件棉布衬衫。
understanding|[ˌʌndəˈstændɪŋ] n. 理解；非正式协议 adj. 有同情心的|Love is the byname of understanding and care.|爱是理解和体贴的别名。
undertake|[ˌʌndəˈteɪk] v. 承担；从事|We could undertake the work for the time being.|我们可暂时承担这项工作。
undertaking|[ˌʌndəˈteɪkɪŋ] n. 事业；企业|He blazed away at his undertaking.|他全力以赴地工作。
undo|[ʌnˈduː] v. 解开；松开|Would you please undo this knot for me?|你能不能帮我把这个结解开？
undoubtedly|[ʌnˈdaʊtɪdli] adv. 无疑地|Undoubtedly Hitler will fight the great powers.|无疑地要接着希特勒同各大国打。
uneasy|[ʌnˈiːzi] adj. 不自在的 心神不安的 不稳定的；不舒服的|I feel uneasy to make you be injured.|我为了使你受伤感到不安。
unexpected|[ˌʌnɪkˈspektɪd] adj. 想不到的；意外的|His reaction on this matter is unexpected.|没料到，他对这件事的反应是这样的。
unfair|[ˌʌnˈfeə(r)] adj. 不公平的；(商业上)不正当的|The detention of the whole class was unfair.|滞留全班学生是不公平的。
unfortunate|[ʌnˈfɔːtʃənət] adj. 不幸的；令人遗憾的 n. 不幸的人|The unfortunate man shot himself afterwards.|那个不幸的男人后来开枪自杀了。
unhappy|[ʌnˈhæpi] adj. 不快乐的；不高兴的|I overheard them saying they were unhappy.|我偶然听到他们说，他们很不快乐。
uniform|[ˈjuːnɪfɔːm] n. 制服 adj. 一致的；统一的|He looks very manly in his uniform.|他穿着制服十分精神。
union|[ˈjuːniən] n. 结合；工会 adj. 联邦政府的；工会的|They had a sound basis of union.|他们的结合有着坚实的基础。
unique|[juˈniːk] adj. 独特的；独一无二的|He occupies a unique place in English literature.|他在英国文学中占有独特的地位。
unite|[juˈnaɪt] v. 联合；合并|The more of the masses we unite with, the better.|我们联合起来的群众越多，就越有利。
unity|[ˈjuːnəti] n. 整体；统一|These works, taken together, are essentially a unity.|这些作品，放在一起，基本上是一个整体。
universal|[ˌjuːnɪˈvɜːsl] adj. 普遍的；全世界的 n. 通用原理，普遍原则|These phenomena is very universal.|这些现象己经非常普遍了。
universe|[ˈjuːnɪvɜːs] n. 宇宙；万物|The universe exists in space.|宇宙存在于太空。
university|[ˌjuːnɪˈvɜːsəti] n. 大学|John is one of his alumni in the university.|约翰是他大学时的校友之一。
unjust|[ˌʌnˈdʒʌst] adj. 不公平的|A just war is better than an unjust peace.|正义的战争胜过不公平的和平。
unkind|[ˌʌnˈkaɪnd] adj. 不和善的；无情的|Don't be so unkind to your brother.|别对你兄弟这么刻薄。
unknown|[ˌʌnˈnəʊn] adj. 未知的；不出名的|I braced myself for the unknown.|我准备好了去接受未知的命运。
unlike|[ˌʌnˈlaɪk] adj. 不同的，不相似的 prep. 不像，与…不同；与 ... 平时不同|The two sisters are unlike in disposition.|那两姊妹性情不一样。
unlikely|[ʌnˈlaɪkli] adj. 不太可能的|The superpowers are unlikely to disarm completely.|超级大国不太可能彻底裁军。
unload|[ˌʌnˈləʊd] vt. 卸下；卸货 vi. 卸下货物；摆脱负担|You can have a rest after you unload the car .|你们卸下车上的货物后可以休息一下。
unlucky|[ʌnˈlʌki] adj. 倒霉的；不幸的|You were just unlucky.|你只是运气不好。
unnecessary|[ʌnˈnesəsəri] adj. 不必要的；多余的|Don't involve yourself in unnecessary expense.|勿做不必要的花费。
unpleasant|[ʌnˈpleznt] adj. 使人不愉快的；讨厌的|It happened with unpleasant consequences.|这件事产生了令人不愉快的后果。
unsatisfactory|[ˌʌnˌsætɪsˈfæktəri] adj. 不能令人满意的|Her performance proved to be unsatisfactory.|她的表现并不令人满意。
unstable|[ʌnˈsteɪbl] adj. 不稳定的；易变的|The hydroperoxides are unstable compounds.|氢过氧化物是不稳定的化合物。
unsuitable|[ʌnˈsuːtəbl] adj. 不适宜的；不合适的|She has to let go of the unsuitable approach.|他得放弃这种不适宜的方法。
until|[ənˈtɪl] prep. 直到 ... 的时候；在...以前 conj. 直到 ... 时候才 ...；在...之前|The heat did not relax until midnight.|直到半夜，炎热才缓解。
unusual|[ʌnˈjuːʒuəl] adj. 异常的；独特的|I look on the matter as most unusual.|我认为这件事极不寻常。
unusually|[ʌnˈjuːʒuəli] adv. 异乎寻常地；显著地|Our gas bill for the last quarter was unusually high.|我们上季度的煤气费异常高。
unwilling|[ʌnˈwɪlɪŋ] adj. 不愿意的|I am unwilling to set a precedent.|我不想开先例。
up|[ʌp] adv. 向上；起来 prep. 向上 adj. 向上的；上行的 n. 上升 v. 上升；增加|Put the packet up on the top shelf.|把这个包放到架子顶格上去。
upon|[əˈpɒn] prep. 在 ... 上；紧接着|All our hopes rested upon this venture.|我们所有的希望都寄托在这次冒险上了。
upper|[ˈʌpə(r)] adj. 较高的；上面的 n. 鞋帮；上铺 n. 兴奋剂；令人兴奋的经历|The upper valley is also noted for its valuable woodland and birds.|在较高的山谷也有不少珍贵树林和雀鸟。
upright|[ˈʌpraɪt] adj. 直立的；垂直的 adv. 垂直地 n. 垂直；竖立|Only humans have a natural upright posture.|只有人类才有自然直立的姿势。
upside-down|[ˈʌpsaɪdˈdaʊn] adj. 颠倒的；乱七八糟的|The El Nino phenomenon that brews up in the southern Pacific every three to five years is showing signs of turning the world's weather upside down again.|每隔三五年在南太平洋形成的埃尔尼诺现象正显示出又一次要把世界气候颠倒的迹象。
upstairs|[ˌʌpˈsteəz] adv. 在楼上；往楼上 n. 楼上 adj. 楼上的；上层的|Jim lived upstairs.|吉姆住在楼上。
up-to-date|[ˈʌptəˈdeɪt] adj. 最新的|All our information is up to date on the computer.|我们计算机上的信息都是最新的。
upward|[ˈʌpwəd] adj. 向上的；上升的 adv. 向上；上升|We must keep a healthy and upward mood.|要保持健康向上的心态。
upwards|[ˈʌpwədz] adv. 往上；向上地|The smoke curled upwards.|烟气袅袅上升。
urge|[ɜːdʒ] vt. 驱策；鼓励 vi. 极力主张 n. 冲动；强烈愿望|He urged the horses on with a whip.|他用鞭子策马前行。
urgent|[ˈɜːdʒənt] adj. 紧急的；急迫的|They've made an urgent request for international aid.|他们紧急请求国际援助。
usage|[ˈjuːsɪdʒ] n. 使用；用法|Languages develop continually through usage.|语言在使用中不断发展。
use|[juːs] n. 使用；用法 v. 利用；对待|The present phone boxes will go out of use next year.|现有的公共电话亭明年就不再使用了。
used|[juːst] adj. 使用过的；二手的|He makes sweaters from used plastic bottles.|他利用使用过的塑料瓶罐来制造毛衣。
useful|[ˈjuːsfl] adj. 有用的；有益的|It is a useful book and, what is more, not an expensive one.|这是有用的书，更难得的是不贵。
useless|[ˈjuːsləs] adj. 无用的；无效的|It was an intense but useless struggle.|这是一场剧烈而无用的挣扎。
user|[ˈjuːzə(r)] n. 用户；使用者|It allows the user to enter data on a keyboard.|字处理软件允许用户在键盘上输入数据。
usual|[ˈjuːʒuəl] adj. 通常的；惯常的|My usual bedtime is nine o'clock.|我通常九点钟上床睡觉。
usually|[ˈjuːʒuəli] adv. 通常；经常|I usually wake up early.|我通常醒得很早。
utility|[juːˈtɪləti] n. 效用；实用 adj. 多效用的；多功能的|I have always doubted the utility of these conferences on disarmament.|我一直怀疑这些裁军会议的效用。
utilize|[ˈjuːtəlaɪz] vt. 利用或使用 =utilise（英）|What criteria do you utilize in selecting employees?|在筛选雇员时你使用什么标准？
utmost|[ˈʌtməʊst] adj. 极度的；最大限度的 n. 极限；最大可能|He had the utmost respect for his teachers.|他极度尊敬他的老师。
utter|[ˈʌtə(r)] adj. 完全的；全然的 v. 说；发出|It's an utter mystery.|这完全是个谜。
vacant|[ˈveɪkənt] adj. 空虚的；空的|Absence of occupation is not rest, a mind quite vacant is a mind distress.|无所事事不是休息，十分空虚的心灵是痛苦的心灵。
